NameInIndex,UO_ID,Bio Name,BioSource,Biography,Citation,Region_final,Sex or gender V2,case,VisualCase,IndexLifeCode,DeathPrecision,DeathDate,BornPrecision,BirthDate,Alive precision,AliveDate,LifeLength Precision,LifeLength,aproxBirthDate,aproxDeathDate,Index Category 1,NameOnChart,OnChartCategory,On Chart: Line #,Section starting Line,LineNumber,FullTextPageNum,WikiLink
Orodes,1714.0,Orodes,Crabb,"A prince of Parthia, who ascended the throne after the murder of his brother Mithridates, and was strangled by his own son Phraates, about 37 years A. C. He followed the interests of Brutus and Cassius at the battle of Pbilippi.",,Turky in Asia,male,case2,D,d.,d.,-37.0,,,,,,,-82.0,-37.0,,Orodes,Statesmen and Warriors,3.0,127.0,130,91.0,https://en.wikipedia.org/wiki/Orodes_II
Orosius,1715.0,Orosius (Paul),Watkins,"A Spanish divine in the 5th century, was the disciple of St Augustin, who sent him to Jerusalem to consult Jerome concerning the origin of the soul. By the advice of the same father, he undertook a History of the World to A D. 316. He also wrote a Treatiste on Free Will, and other works.",,Portugal,male,case3,A,fl.,,,,,fl.,415.0,,,385.0,430.0,H,Orosius,Historians and Antiquaries Lawyers,18.0,0.0,18,91.0,https://en.wikipedia.org/wiki/Orosius
Orpheus,1716.0,Orpheus of Thrace,Watkins,"A Greek poet, who flourished before Homer. He was the disciple of Linus, and the master of Musaeus. His works are lost, except a few fragments, and their authenticity is doubted.",Vossius,,male,case3,A,fl.,,,,,fl.,-950.0,,,-980.0,-935.0,P,Orpheus,Artists Poets,9.0,43.0,52,91.0,https://en.wikipedia.org/wiki/Orpheus
Osarsiphus,1717.0,,,,,,,case3,A,fl.,,,,,fl.,-930.0,,,-960.0,-915.0,,Osarsiphus,Statesmen and Warriors,4.0,127.0,131,57.0,https://en.wikipedia.org/wiki/Osarseph
Ossian,1718.0,Ossian,Watkins,"An ancient Scotch bard, was the swon of Fingal, whom he accompanied in several military expeditions. He lived to an advanced age, and at the close of life became blind. Mr. Macpherson published a translation of poems, in a sort of poetical prose, which he ascribed to Ossian; but their authenticity has been disputed by several critics, and as zealously defended by others.",,,male,case3,A,fl.,,,,,fl.,300.0,,,270.0,315.0,P,Ossian,Artists Poets,14.0,43.0,57,91.0,https://en.wikipedia.org/wiki/Ossian
Othman,1719.0,"Othman, Ebn Offan",Crabb,"Third caliph of the Musselmen, succeeded Omar in the year of the Hegira 23, A. D. 633, and died after a reign of twelve years, during which he added many countries to his dominions, which were conquered by his generals.",,Arabia,male,case1,C,d. (LL),d.,656.0,,,,,,82.0,574.0,656.0,,Othman,Statesmen and Warriors,6.0,127.0,133,91.0,https://en.wikipedia.org/wiki/Uthman
Othman the Turk,1720.0,"Othman, or Ozman",Crabb,"First khan or sultan of the Turks, assumed the government and title in the year of the Hegira 699, A. D. 1309, which is properly the era of the Ottoman empire, and died at the age of 69, after a reign of 26 years.",,Turky in Asia,male,case1,C,d. (LL),d.,1327.0,,,,,,68.0,1259.0,1327.0,,Othman,Statesmen and Warriors,6.0,127.0,133,91.0,https://en.wikipedia.org/wiki/Osman_I
Otho,1721.0,Otho (Marcus Salvius),Watkins,"Roman emperor, was born at Rome, A.D. 32, of a family which descended from the antient kings of Tuscany. Nero, whose companion he was in his debaucheries, elevated him to the highest offices in the empire. After Nero's death he attached himfelf to Galba, but that emperor having adopted Piso as his heir, Otho excited an insurrection, murdered Galba and Piso, and ascended the throne in 69, was opposed by Vitellius, who was supported by the German army, and, in a batttle between the two rivals near Cremona, Otho was defeated, on which he flew himself, after reigning three months.",,,male,case1,C,d. (LL),d.,69.0,,,,,,37.0,32.0,69.0,,Otho,Statesmen and Warriors,19.0,127.0,146,91.0,https://en.wikipedia.org/wiki/Otho
Otho Frissingensis,1722.0,Otho of Frisingen,Crabb,"So called because he was bishop of that city in Germany, died in 1158, leaving a Chronicle in seven
 books, and a Life of the emperor Frederick Barbarossa, both of which may be found in the collections of Pistorius, Muratori, &c.",,Germany,male,case2,D,d.,d.,1158.0,,,,,,,1113.0,1158.0,D,Otho Fris,Divines and Metaphysicians &cc,13.0,99.0,112,91.0,https://en.wikipedia.org/wiki/Otto_of_Freising
Otho of Germany,1723.0,Otho I,Watkins,"Emperor of Germany, called the Great, was the eldest son of Henry the Fowler, and crowned in 936, at the age of 14. Berenger having usurped the title of empeor in Italy, Otho entered Rome, where he was crowned by John XII. That pontiff afterwards leagued with Berenger, on which Otho caused him to be deposed, and put Leo XIII. in his place in 963. On the emperor's return to Germany, the Romans revolted, and imprisoned Leo; for which Otho again visited Rome, where he severely exercised his vengeance on the senate. He next turned his arms against Nicephorus, emperor of the East, whose army he defeated, and, after cutting off their noses, sent the prisoners to Constantinople. John Zimisces, the successor of Nicephorus, made peace with Otho, who died in 973.",,Germany,male,case2,D,d.,d.,973.0,,,,,,,928.0,973.0,,Otho Gr:,Statesmen and Warriors,18.0,127.0,145,91.0,"https://en.wikipedia.org/wiki/Otto_I,_Holy_Roman_Emperor"
Otho of Milan,1724.0,,,,,Italy,male,case1,C,d. (LL),d.,1295.0,,,,,,86.0,1209.0,1295.0,,Otho Mil:,Statesmen and Warriors,14.0,127.0,141,91.0,https://en.wikipedia.org/wiki/Ottone_Visconti
Otto de Gueric,1725.0,Guericke (Otho),Watkins,"A German philosopher, born in 1602, and died in 1686. He was counsellor to the elector of Brandenburg And burgomaster of Magdeburg. He invented the air-pump and weather-glass, and published some Treatises on Experimental Philosophy.",Nouv. Dict. Hist.,Germany,male,case3,A,fl.,,,,,fl.,1662.0,,,1632.0,1677.0,M,Otto Guerick,Mathematicians &cc Physicians,19.0,69.0,88,91.0,https://en.wikipedia.org/wiki/Otto_von_Guericke
Otway,1726.0,Otway (Thomas),Watkins,"A dramatic writer, was born in Sussex in 1651, and educated at Winchester school; from whence he removed to Christ church, Oxford, which he left without taking a degree, and went to London, where he became a performer and writer for the stage. The earl of Plymouth gave him a cornetcy in a regiment in Flanders, but Otway being disgusted with the army, returned to London, where he died miserably In 1685. Having been compelled by his necessities to contract debts, and haunted by the terriers of the law, he retired to a public-house on Tower-hill, where he died of want, by swallowing, after a long fast, a piece of bread which charity had supplied. Otway excels in touching the tender passions in tragedy, of which his Orphan and Venice Preserved are proofs. His works have been collected in 3 vols. 12mo.",,Great Britain,male,case1,C,d. (LL),d.,1685.0,,,,,,33.0,1652.0,1685.0,P,Otway,Artists Poets,12.0,43.0,55,57.0,https://en.wikipedia.org/wiki/Thomas_Otway
Oughtred,1727.0,Oughtred (William),Watkins,"A divine and mathematician, was born in Buckinghamshire in 1573, and educated at Eton, from whence he was elected to King's college, Cambridge., where he obtained a fellowship. About 1603 he was presented to the living of Albury in Surry, where he devoted himself to mathematical pursuits, and wrote several treatises, particularly his Clavis, the plan of which was adopted by Sir Isaac Newton. In the rebellion he suffered considerably for his loyalty, and died of joy in 1660, on hearing that, the king was about to be restored. His Opuscula were printed in 1676.",,Great Britain,male,case11,G,b. (LL) ab.,,,b.,1573.0,,,ab.,73.0,1573.0,1646.0,M,Oughtred,Mathematicians &cc Physicians,22.0,69.0,91,91.0,https://en.wikipedia.org/wiki/William_Oughtred
Oulugbeg,1728.0,Ulug-Beigh,Watkins,"A Persian prince, and an eminent astronomer. His Catalogue of the Fixed Stars, rectified to the year 1434, was pupblished by Dr. Hyde at Oxford, in 1665, 4to. The prince was slain by his son in 1449, after reigning at Samarcande about 40 years. There is another work by him upon Chronology, translated into Latin by Greaves, and published with the original Arabic in 1650, 4to.",Moreri,Persia,male,case2,D,d.,d.,1467.0,,,,,,,1422.0,1467.0,,Olugh Bek,Statesmen and Warriors,1.0,127.0,128,91.0,https://en.wikipedia.org/wiki/Ulugh_Beg
Ovid,1729.0,Ovid (Publius Ovidius Naso),Watkins,"A Latin poet, was born at Sulmo in Italy, B.C. 43. Being intended for the law, he was sent to Rome for education, and from thence to Athens. He made a considerable progress in eloquence; but poetry had more charms for him than the art of pleading. On settling at Rome, his accomplishments procured him many friends, particularly Augustus, who, however, ordered him to be banished to the banks of the Euxine sea, where he died, A.D. 17. The occasion of his disgrace is variously related. Some assert that it was for writing his Art of Love; others say, that it was for an intrigue with Livia, the wife of Augustus; and there are those who maintain, that the true cause was Ovid's discovering the emperor's unnatural attachment to his own daughter Julia. The works of Ovid extant are, his Metamorphoses: the Art of Love; Elegies; Epiftles; and Fragments. They are characterised by sweetness of style, glowing expression, and elegance of description, mixed, however, with much licentiousness. The best edition is that of Burmann, 4 vols. 8vo.",,,male,case1,C,d. (LL),d.,17.0,,,,,,59.0,-42.0,17.0,P,Ovid,Artists Poets,7.0,43.0,50,91.0,https://en.wikipedia.org/wiki/Ovid
"Owen, John",1730.0,Owen (John),Watkins,"A learned independent divine, was born at Hadham in Oxfordshire in 1616, and educated at Queen's college. In the civil wars he was a zealous advocate for the parliament against the king. Cromwell made him his chaplain, and gave him the deanry of Christ church, Oxford, where he served the office of vice-chancellor in 1652, and the year following took his doctor's degree. He is said to have been of tolerant principles, though a rigid Calvinist. At the restoration he was deprived of his deanry; on which he retired to his estate in Essex. He died in 1683. Dr. Owen was a very voluminous writer. His greatest works are, an Exposition of the Hebrews, 4 vols. folio; Discourse on the Holy Spirit, folio; Treatise on Original Sin, 8vo.; and Sermons and Tracts, 1 vol. folio.",,Great Britain,male,case1,C,d. (LL),d.,1683.0,,,,,,66.0,1617.0,1683.0,D,J. Owen,Divines and Metaphysicians &cc,10.0,99.0,109,91.0,https://en.wikipedia.org/wiki/John_Owen_(theologian)
Oxienstiern,1731.0,Oxenstiern (Axel),Watkins,"Grand chancellor and prime minister of Sweden, was born in 1583. He was the confidential favourite of Gustavus Adolphus, which distinction he merited by his ability and integrity. After the death of that monarch he had the entire management of the affairs of the Swedes, and of their allies in Germany, in the quality of director general. He died in 1654. The History of Sweden, written in German, has been attributed to him. He had three sons who came to distinguished rank. John, was ambassador and plenipotentiary at the peace of Munster. Gabriel became grand marshal of Sweden; and Benedict was grand chancellor of that kingdom. ",Moreri,Northern Crowns,male,case3,A,fl.,,,,,fl.,1631.0,,,1601.0,1646.0,,,,,,0,91.0,https://en.wikipedia.org/wiki/Axel_Oxenstierna
Pachymerus,1732.0,Pachymerus (George),Watkins,"A Greek writer, was born at Nice. His talents procured him the favour of Michael Palaeologus, who conferred on him several offices in church and state. He died in 1310. He wrote a valuable History of the East, which is inserted in the collection of Byzantine historians, and was published at Rome in 1669, in folio, with a Latin translation.",Moreri,,male,case3,A,fl.,,,,,fl.,1280.0,,,1250.0,1295.0,H,Pachimeras,Historians and Antiquaries Lawyers,15.0,0.0,15,91.0,https://en.wikipedia.org/wiki/George_Pachymeres
"Paciolus, Lucas",1733.0,,,,,Italy,male,case3,A,fl.,,,,,fl.,1494.0,,,1464.0,1509.0,M,Paciolus,Mathematicians &cc Physicians,27.0,69.0,96,91.0,https://en.wikipedia.org/wiki/Luca_Pacioli
Pacuvius,1734.0,Pacuvius (Marcus),Watkins,"Nephew of the poet Ennius, distinguished himself both in poetry and painting. He wrote satires and several dramatic pieces, particularly one entitled Orestes. Fragments of his are in the Corpus poetarum Latinorum of Maittaire. Pacuvius died at Tarentum, B. C. 154, aged 90.",Moreri,Italy,male,case1,C,d. (LL),d.,-131.0,,,,,,90.0,-221.0,-131.0,P,Pacuvius,Artists Poets,7.0,43.0,50,91.0,https://en.wikipedia.org/wiki/Pacuvius
Pagninus Sanctes,1735.0,Pagninus (Sanctes),Watkins,"A learned dominican, was born at Lucca in 1466. He employed twenty-five years in examining the Vulgate Bible by the originals; In the course of which he completed an entire new translation from the Hebrew and Greek. He also compiled a Hebrew grammar and Lexicon of great merit. Pagninus died in 1536.",Moreri,Italy,male,case1,C,d. (LL),d.,1536.0,,,,,,70.0,1466.0,1536.0,D,Pagninus,Divines and Metaphysicians &cc,16.0,99.0,115,91.0,https://en.wikipedia.org/wiki/Santes_Pagnino
Palaemon,1736.0,Palaemon (Q. Rhemmius),Watkins,"A celebrated grammarian, was originally a slave at Rome in the reign of Tiberius, but by attending his master's son to the academy he acquired so much knowledge that his master gave him his freedom. He then became a preceptor, and gained great reputation as a rhetorician and poet. His piece de Ponderibus et Mensuris was printed at Leyden in 1587, 8vo.",,Italy,male,case3,A,fl.,,,,,fl.,50.0,,,20.0,65.0,Cr,Palaemon,Orators and Critics &cc,10.0,22.0,32,91.0,https://en.wikipedia.org/wiki/Remmius_Palaemon
Palaephatus,1737.0,Palaephatus,Watkins,"A Greek philosopher, of whom remains a treatise on incredible things, printed at Amsterdam in 1688, 8vo.; and by Elzevir in 1649, 12mo. He lived before the Christian era and after Aristotle.",Vossius de Hist. Graec.,Turky in Europe,male,case3,A,fl.,,,,,fl.,300.0,,,270.0,315.0,H,Palaephatus,Historians and Antiquaries Lawyers,21.0,0.0,21,91.0,https://en.wikipedia.org/wiki/Palaephatus
"Paleologus, J. Michael",1738.0,Michael VIII. Palaeologus,Watkins,"Regent of the empire during the minority of John Lascaris, whom he deprived of his throne and his eyes in 1260. The year following he retook Constantinople. He signed an act for effecting a union between the Greek and Latin churches, which however did not succeed. Pope Martin IV. excommunicated him, as the supporter of heresy and schism. Michael died in 1282. He is not to be confounded with Michael Palaeologus, who was crowned emperor in 1214, governed the empire under his father Andronicus the elder, and died in 1220.",,,male,case1,C,d. (LL),d.,1283.0,,,,,,58.0,1225.0,1283.0,,M. Paleologus,Statesmen and Warriors,11.0,127.0,138,91.0,https://en.wikipedia.org/wiki/Michael_VIII_Palaiologos
Palestina,1739.0,"Palestrina, Giovanni Pierluigi da",Aikin,"A very eminent composer of church-music, was born in 1529, at Palestrina in Italy, the ancient Praeneste. His instructor in the musical science is said to have been one Gaudio Mell, a Fleming, in which name some have recognized Claude Gondimel, a musician of Franche Comté; but the identity of these is a point of uncertainty. Of Giovanni's early life nothing is known; but it appears, that in 1555 he was admitted into the pope's chapel in Rome. He had already formed that simple, grave, and noble style for which he became so famous; for we are told that the pope and conclave having been scandalized at the light and injudicious manner in which the mass had been usually set and performed, had determined to banish music in parts entirely from the church; but that Palestrina, at the age of twenty-six, during the pontificate of Marcellus Cervinus, interceded with his holiness to suspend the sentence till he should have heard a mass composed in a different style. Accordingly, at Easter 1555, he presented before the pope and cardinals his celebrated composition, entitled, ""Missa Papae Marcelli,"" which was heard by them with so much pleasure and admiration, that music in divine service was restored to favour. In 1562 Palestrina was elected chapel-master to the church of Santa Maria-Maggiore; and in 1571 was appointed to the same office at St. Peter's. He opened a school of music at Rome in conjunction with his friend and fellow-pupil Gio. Maria Nanino, and greatly contributed to establish the superior reputation of the Italian musicians. He died in 1594, and was interred at St. Peter's, whither his funeral was attended by all the musicians at Rome, and a great concourse of other persons. His own composition, ""Libera nos Domine,"" was performed on the occasion. No musician has been mentioned with more honour by writers on the same science than Palestrina, who was undoubtedly a great and original genius. Although the inventions of fugue, canon, and other elaborate compositions, have been banished from dramatic music, they have been retained in the church, on account of their gravity and solemnity; and this composer, by his fine taste and admirable skill in harmony, brought choral music to a degree of perfection that, (says Dr. Burney,) has never been exceeded. The best church compositions since his time, have, indeed, been proverbially called alla Palestrina, as professedly imitations of his manner. His works were numerous, and most of them are still extant. The principal of them are masses and motels.",,Italy,male,case3,A,fl.,,,,,fl.,1500.0,,,1470.0,1515.0,Mu,Palestina,Artists Poets,13.0,43.0,56,91.0,https://en.wikipedia.org/wiki/Giovanni_Pierluigi_da_Palestrina
